One-Arm Dumbbell Row,https://www.bodybuilding.com/exercises/one-arm-dumbbell-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Alternating standing shoulder press,https://www.bodybuilding.com/exercises/standing-alternating-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-93d-alternating-standing-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-93d-alternating-standing-shoulder-press-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Concentration curl,https://www.bodybuilding.com/exercises/concentration-curls,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-8e-concentration-curl-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Decline Crunch,https://www.bodybuilding.com/exercises/decline-crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only
Decline Dumbbell Flyes,https://www.bodybuilding.com/exercises/decline-dumbbell-flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31n-decline-dumbbell-chest-fly-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Single-arm incline rear delt raise,https://www.bodybuilding.com/exercises/dumbbell-lying-one-arm-rear-lateral-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Alternating dumbbell front raise,https://www.bodybuilding.com/exercises/front-dumbbell-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Hanging toes-to-bar,https://www.bodybuilding.com/exercises/hanging-pike,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only
Narrow-stance squat,https://www.bodybuilding.com/exercises/narrow-stance-squats,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Kneeling cable oblique crunch,https://www.bodybuilding.com/exercises/oblique-cable-crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Reverse Grip Triceps Pushdown,https://www.bodybuilding.com/exercises/reverse-grip-triceps-pushdown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19c-reverse-grip-cable-straight-bar-push-down-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Bear crawl sled drag,https://www.bodybuilding.com/exercises/bear-crawl-sled-drags-,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other
Rocky Pull-Ups/Pulldowns,https://www.bodybuilding.com/exercises/rocky-pull-upspulldowns,,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/other,Other
Snatch-Grip Behind-The-Neck Overhead Press,https://www.bodybuilding.com/exercises/snatch-grip-behind-the-neck-overhead-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4571/Male/m/4571_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4571/Male/m/4571_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Box Squat with Bands,https://www.bodybuilding.com/exercises/box-squat-with-bands,https://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Flexor Incline Dumbbell Curls,https://www.bodybuilding.com/exercises/flexor-incline-dumbbell-curls,https://www.bodybuilding.com/exercises/exerciseImages/sequences/285/Male/m/285_1.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Seated One-Arm Dumbbell Palms-Up Wrist Curl,https://www.bodybuilding.com/exercises/seated-one-arm-dumbbell-palms-up-wrist-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/386/Male/m/386_1.jpg,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Thigh adductor,https://www.bodybuilding.com/exercises/thigh-adductor,,,https://www.bodybuilding.com/exercises/muscle/adductors,Adductors,https://www.bodybuilding.com/exercises/equipment/machine,Machine
Machine Bicep Curl,https://www.bodybuilding.com/exercises/machine-bicep-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/899/Male/m/899_2.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine
Seated Palms-Down Barbell Wrist Curl,https://www.bodybuilding.com/exercises/seated-palms-down-barbell-wrist-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/389/Male/m/389_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/389/Male/m/389_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/finder,Barbell
Car driver,https://www.bodybuilding.com/exercises/car-drivers,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/other,Other
Alternating Deltoid Raise,https://www.bodybuilding.com/exercises/alternating-deltoid-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Hanging Oblique Knee Raise,https://www.bodybuilding.com/exercises/hanging-oblique-knee-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-120c-hanging-oblique-crunch-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-120c-hanging-oblique-crunch-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only
Bodyweight Flyes,https://www.bodybuilding.com/exercises/bodyweight-flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-182s-double-bar-roll-out-chest-fly-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-182s-double-bar-roll-out-chest-fly-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar
Standing Calf Raises,https://www.bodybuilding.com/exercises/standing-calf-raises,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine
Push-Ups - Close Triceps Position,https://www.bodybuilding.com/exercises/push-ups-close-triceps-position,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104a-close-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104a-close-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only
One-Arm Long Bar Row,https://www.bodybuilding.com/exercises/one-arm-long-bar-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-124s-single-arm-landmine-bent-over-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-124s-single-arm-landmine-bent-over-row-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Overhead cable curl,https://www.bodybuilding.com/exercises/overhead-cable-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Single-dumbbell front raise,https://www.bodybuilding.com/exercises/single-dumbbell-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18d-single-dumbbell-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18d-single-dumbbell-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Incline cable chest fly,https://www.bodybuilding.com/exercises/incline-cable-flye,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-10c-incline-cable-chest-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-10c-incline-cable-chest-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Single-leg depth squat,https://www.bodybuilding.com/exercises/single-leg-high-box-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-68e-single-leg-depth-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-68e-single-leg-depth-squat-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/bands,Bands
Dumbbell suitcase crunch,https://www.bodybuilding.com/exercises/weighted-suitcase-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/medicine-ball,Medicine Ball
Plate Twist,https://www.bodybuilding.com/exercises/plate-twist,https://www.bodybuilding.com/exercises/exerciseImages/sequences/106/Male/m/106_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/106/Male/m/106_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other
Single-leg cable hip extension,https://www.bodybuilding.com/exercises/one-legged-cable-kickback,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43c-single-leg-cable-hip-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43c-single-leg-cable-hip-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Weighted Jump Squat,https://www.bodybuilding.com/exercises/weighted-jump-squat-,https://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/m/887_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/m/887_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Squat with Chains,https://www.bodybuilding.com/exercises/squat-with-chains,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Gorilla Chin/Crunch,https://www.bodybuilding.com/exercises/gorilla-chincrunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only
Kneeling cable triceps extension,https://www.bodybuilding.com/exercises/kneeling-cable-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Kneeling Cable Crunch With Alternating Oblique Twists,https://www.bodybuilding.com/exercises/kneeling-cable-crunch-with-alternating-oblique-twists,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/finder,Cables
Bicycling,https://www.bodybuilding.com/exercises/bicycling,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other
Arnold press,https://www.bodybuilding.com/exercises/arnold-dumbbell-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Weighted Crunches,https://www.bodybuilding.com/exercises/weighted-crunches,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other
Single-arm cable triceps extension,https://www.bodybuilding.com/exercises/cable-one-arm-tricep-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31c-single-arm-cable-triceps-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31c-single-arm-cable-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Barbell roll-out,https://www.bodybuilding.com/exercises/barbell-ab-rollout,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48b-barbell-roll-out-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48b-barbell-roll-out-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Kneeling cable crunch,https://www.bodybuilding.com/exercises/cable-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Exercise Ball Pull-In,https://www.bodybuilding.com/exercises/exercise-ball-pull-in,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/exercise-ball,Exercise Ball
Hanging leg raise,https://www.bodybuilding.com/exercises/hanging-leg-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9m-hanging-leg-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9m-hanging-leg-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only
Barbell Ab Rollout - On Knees,https://www.bodybuilding.com/exercises/barbell-ab-rollout-on-knees,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48b-barbell-roll-out-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48b-barbell-roll-out-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Barbell Squat,https://www.bodybuilding.com/exercises/barbell-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50b-barbell-back-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50b-barbell-back-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Decline barbell bench press,https://www.bodybuilding.com/exercises/decline-barbell-bench-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34n-decline-barbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34n-decline-barbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Dumbbell Bicep Curl,https://www.bodybuilding.com/exercises/dumbbell-bicep-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Dumbbell Goblet Squat,https://www.bodybuilding.com/exercises/dumbbell-goblet-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Dumbbell squat,https://www.bodybuilding.com/exercises/dumbbell-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Barbell front squat,https://www.bodybuilding.com/exercises/front-barbell-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51b-barbell-front-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51b-barbell-front-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Close-grip pull-down,https://www.bodybuilding.com/exercises/v-bar-pulldown,,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Triceps Pushdown - Rope Attachment,https://www.bodybuilding.com/exercises/triceps-pushdown-rope-attachment,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/finder,Cables
Side-to-side box skip,https://www.bodybuilding.com/exercises/side-to-side-box-shuffle,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-69e-side-to-side-box-skip-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-69e-side-to-side-box-skip-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only
Smith machine shoulder press,https://www.bodybuilding.com/exercises/smith-machine-overhead-shoulder-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-alt-31t-smith-machine-shoulder-press-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/machine,Machine
Seated triceps press,https://www.bodybuilding.com/exercises/seated-triceps-press,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Dumbbell Lying Supination,https://www.bodybuilding.com/exercises/dumbbell-lying-supination,,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/finder,Dumbbell
Pull-up,https://www.bodybuilding.com/exercises/wide-grip-pull-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-92c-pull-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-92c-pull-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only
Wide-grip bench press,https://www.bodybuilding.com/exercises/wide-grip-barbell-bench-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-84e-wide-grip-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-84e-wide-grip-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Close-grip EZ-bar curl,https://www.bodybuilding.com/exercises/close-grip-ez-bar-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47s-close-grip-ez-bar-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47s-close-grip-ez-bar-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
T-Bar Row,https://www.bodybuilding.com/exercises/t-bar-row,https://www.bodybuilding.com/images/2020/xdb/3381_1.jpg,https://www.bodybuilding.com/images/2020/xdb/3381_2.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/other,Other
Bent Over Two-Arm Long Bar Row,https://www.bodybuilding.com/exercises/bent-over-two-arm-long-bar-row,https://www.bodybuilding.com/exercises/exerciseImages/sequences/18/Male/m/18_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/18/Male/m/18_2.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Muscle Up,https://www.bodybuilding.com/exercises/muscle-up,,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only
Machine shoulder press,https://www.bodybuilding.com/exercises/leverage-shoulder-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/machine,Machine
Incline EZ-bar skullcrusher,https://www.bodybuilding.com/exercises/incline-barbell-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Alternating sit-through with crunch,https://www.bodybuilding.com/exercises/bent-over-one-arm-long-bar-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-124s-single-arm-landmine-bent-over-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-124s-single-arm-landmine-bent-over-row-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/other,Other
Wide-Grip Decline Barbell Bench Press,https://www.bodybuilding.com/exercises/wide-grip-decline-barbell-bench-press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Rower,https://www.bodybuilding.com/exercises/rowing-stationary,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/machine,Machine
Snatch Deadlift,https://www.bodybuilding.com/exercises/snatch-deadlift,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Front Plate Raise,https://www.bodybuilding.com/exercises/front-plate-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/other,Other
Decline Close-Grip Bench To Skull Crusher,https://www.bodybuilding.com/exercises/decline-close-grip-bench-to-skull-crusher,https://www.bodybuilding.com/exercises/exerciseImages/sequences/288/Male/m/288_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/288/Male/m/288_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Lying Leg Curls,https://www.bodybuilding.com/exercises/lying-leg-curls,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20m-lying-leg-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20m-lying-leg-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/machine,Machine
Cross-body hammer curl,https://www.bodybuilding.com/exercises/cross-body-hammer-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-4d-cross-body-hammer-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-4d-cross-body-hammer-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Shotgun row,https://www.bodybuilding.com/exercises/shotgun-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-37c-shotgun-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-37c-shotgun-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Ab Roller,https://www.bodybuilding.com/exercises/ab-roller,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-2s-ab-wheel-roll-out-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-2s-ab-wheel-roll-out-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other
Reverse-grip incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press-reverse-grip,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-4n-reverse-grip-incline-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-4n-reverse-grip-incline-dumbbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Leg Press,https://www.bodybuilding.com/exercises/leg-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-44m-leg-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-44m-leg-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine
Stiff-Legged Dumbbell Deadlift,https://www.bodybuilding.com/exercises/stiff-legged-dumbbell-deadlift,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9d-dumbbell-stiff-legged-deadlift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9d-dumbbell-stiff-legged-deadlift-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Cable Crossover,https://www.bodybuilding.com/exercises/cable-crossover,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Barbell Incline Bench Press Medium-Grip,https://www.bodybuilding.com/exercises/barbell-incline-bench-press-medium-grip,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell
Incline Dumbbell Flyes,https://www.bodybuilding.com/exercises/incline-dumbbell-flyes,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Seated Cable Rows,https://www.bodybuilding.com/exercises/seated-cable-rows,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/cable,Cable
Tricep Dumbbell Kickback,https://www.bodybuilding.com/exercises/tricep-dumbbell-kickback,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76d-single-arm-triceps-kick-back-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76d-single-arm-triceps-kick-back-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell
Otis-Up,https://www.bodybuilding.com/exercises/otis-up,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other
